run_date,ticker,basket,sector_label,region,name,currency,price,market_cap,shares_out,beta,trailing_eps,forward_eps,book_value_ps,price_to_book,trailing_pe,forward_pe,roe,roa,profit_margin,operating_margin,revenue_growth,earnings_growth,dividend_yield,payout_ratio,debt_to_equity,total_equity,net_income,revenue,last_fiscal_year_end,most_recent_quarter
2026-07-21,DNB.OL,banking_nordic,banking,nordic,DNB BANK ASA,NOK,295.8,423459848192,1431574963,0.337,27.57,27.91661,176.229,1.6784978,10.729053,10.595841,0.1507,0.01086,0.47826,0.59521,0.008,-0.043,6.11,0.6529,,295150000000.0,43547000000.0,89445000000.0,1767139200,1782777600
2026-07-21,SPOG.OL,banking_nordic,banking,nordic,SPAREBANKEN ØST,NOK,72.0,1492645248,20731183,0.269,6.67,5.52667,226.282,0.31818706,10.794602,13.027737,0.08590999,0.00881,0.45728,0.63548,-0.313,-0.475,9.7,1.0344,,5042300000.0,494300000.0,950100000.0,1767139200,1782777600
2026-07-21,MING.OL,banking_nordic,banking,nordic,SPAREBANK 1 SMN,NOK,195.9,28251578368,144214283,0.382,18.47,19.3875,187.878,1.0426979,10.606389,10.104448,0.14457,0.01685,0.47155997,0.53499,-0.077,-0.154,6.99,0.731,,31166000000.0,4279000000.0,8051000000.0,1767139200,1774915200
2026-07-21,NONG.OL,banking_nordic,banking,nordic,SPAREBANK 1 NORD-NORGE,NOK,156.86,15748432896,100398016,0.351,14.87,14.885,178.593,0.8783099,10.548756,10.538125,0.16871001,0.023559999,0.52666,0.64078003,-0.039,-0.118,5.48,1.1601,,20521000000.0,3421000000.0,5911000000.0,1767139200,1774915200
2026-07-21,SEB-A.ST,banking_nordic,banking,nordic,Skandinaviska Enskilda Banken s,SEK,215.8,420555489280,1924668143,0.417,15.69,15.79,110.288,1.9566952,13.753984,13.666878,0.14083,0.00736,0.41787,0.54662997,0.023,0.076,4.0,0.5421,,230263000000.0,31063000000.0,77063000000.0,1767139200,1782777600
2026-07-21,SWED-A.ST,banking_nordic,banking,nordic,Swedbank AB ser A,SEK,367.3,412740386816,1123714665,0.56,27.59,25.44,200.851,1.8287188,13.312794,14.437892,0.15016,0.0097,0.45124,0.51436,0.058,-0.089,5.64,0.7409,,225802000000.0,32762000000.0,67899000000.0,1767139200,1782777600
2026-07-21,SHB-A.ST,banking_nordic,banking,nordic,Svenska Handelsbanken ser. A,SEK,141.4,283473903616,1944777165,0.503,11.98,11.41,93.126,1.5183729,11.803005,12.392637,0.12749,0.0063099996,0.41731,0.50089,-0.038,-0.061,5.75,0.66830003,,199352000000.0,23727000000.0,56805000000.0,1767139200,1782777600
2026-07-21,NDA-SE.ST,banking_nordic,banking,nordic,Nordea Bank Abp,SEK,190.7,647188774912,3393753656,0.637,15.21,1.37,9.182,20.768894,12.537804,139.19708,0.15337,0.00699,0.4058,0.54153997,0.015,0.029,7.54,0.7007,,32419000000.0,4840000000.0,11719000000.0,1767139200,1782777600
2026-07-21,DANSKE.CO,banking_nordic,banking,nordic,Danske Bank A/S,DKK,364.6,294298419200,807181655,0.586,29.0,32.26371,206.818,1.7629027,12.572414,11.300622,0.13951999,0.0062300004,0.41053,0.56159,0.08,0.152,4.67,0.5841,,181162000000.0,23037000000.0,56845000000.0,1767139200,1782777600
2026-07-21,JYSK.CO,banking_nordic,banking,nordic,Jyske Bank A/S,DKK,1014.0,57462030336,56668668,0.342,83.06,92.56549,800.763,1.2662922,12.208043,10.954407,0.10288999,0.00678,0.36754,0.45686,-0.081,-0.126,2.5,0.301,,52312000000.0,5414000000.0,14437000000.0,1767139200,1774915200
2026-07-21,HSBA.L,banking_europe,banking,europe,HSBC HOLDINGS PLC ORD $0.50 (UK,GBp,1509.4,258835070976,17148209505,0.565,0.92,1.4157375,7.5912247,1.9883485,16.40652,10.661581,0.11611,0.00722,0.34977,0.50684,0.033,0.026,3.76,0.6082,,198225000000.0,22285000000.0,71020000000.0,1767139200,1774915200
2026-07-21,BARC.L,banking_europe,banking,europe,BARCLAYS PLC ORD 25P,GBp,522.4,70454583296,13486711665,0.884,0.43,0.63954,4.659,1.1212708,12.148838,8.168371,0.09552,0.0044299997,0.26768,0.39755002,0.039,0.081,1.68,0.1982,,77784000000.0,7172000000.0,29140000000.0,1767139200,1774915200
2026-07-21,LLOY.L,banking_europe,banking,europe,LLOYDS BANKING GROUP PLC ORD 10,GBp,113.25,65792876544,58095255127,0.907,0.08,0.1202,0.824,1.3743931,14.156251,9.421797,0.10784,0.00551,0.26495,0.41411,0.115,0.447,3.29,0.4382,,47668000000.0,4659000000.0,20028000000.0,1767139200,1774915200
2026-07-21,NWG.L,banking_europe,banking,europe,NATWEST GROUP PLC ORD 107.69P,GBp,679.0,54030315520,7957336574,0.814,0.7,0.84144,4.903,1.3848665,9.7,8.0695,0.14072,0.00822,0.36877,0.50258,0.075,0.156,4.88,0.4656,,42599000000.0,5831000000.0,16609000000.0,1767139200,1774915200
2026-07-21,BNP.PA,banking_europe,banking,europe,BNP PARIBAS ACT.A,EUR,105.16,115844325376,1100099307,1.039,10.6,12.94479,118.27,0.889152,9.920754,8.123732,0.09575,0.00456,0.2545,0.35636002,0.093,0.12,9.63,0.6961,,125513000000.0,12225000000.0,68804000000.0,,
2026-07-21,ACA.PA,banking_europe,banking,europe,CREDIT AGRICOLE,EUR,18.105,54776406016,3025485086,0.806,2.13,2.4433,26.152,0.6922988,8.499999,7.41006,0.09276,0.00343,0.26825002,0.38424,-0.011,-0.084,6.3,0.5159,,77662000000.0,7074000000.0,26261000000.0,1767139200,1774915200
2026-07-21,GLE.PA,banking_europe,banking,europe,SOCIETE GENERALE,EUR,77.2,56358699008,730035000,0.981,7.04,8.92893,97.252,0.793814,10.965909,8.646052,0.08884,0.00448,0.23615,0.36972,0.002,0.141,2.14,0.24139999,,70144000000.0,6002000000.0,52597000000.0,1767139200,1774915200
2026-07-21,ISP.MI,banking_europe,banking,europe,INTESA SANPAOLO,EUR,6.367,112030015488,17595417367,0.837,0.54,0.63897,3.946,1.6135327,11.79074,9.964474,0.14007,0.00997,0.36828,0.67370003,0.06,0.067,5.99,0.661,,65226000000.0,9321000000.0,28529000000.0,1767139200,1774915200
2026-07-21,UCG.MI,banking_europe,banking,europe,UNICREDIT,EUR,82.62,123787681792,1498277375,1.061,7.27,8.31362,45.715,1.8072844,11.364512,9.93791,0.16984,0.01345,0.44619998,0.62253,0.064,0.201,3.88,0.3994,,67711000000.0,10915000000.0,25039000000.0,1767139200,1774915200
2026-07-21,SAN.MC,banking_europe,banking,europe,BANCO SANTANDER S.A.,EUR,11.906,170328244224,14306084458,0.934,0.88,1.23217,7.291,1.6329722,13.529546,9.662628,0.12886,0.0077600004,0.34098998,0.43257,0.046,0.674,2.13,0.2545,,103170000000.0,14101000000.0,60023000000.0,1767139200,1774915200
2026-07-21,BBVA.MC,banking_europe,banking,europe,BANCO BILBAO VIZCAYA ARGENTARIA,EUR,22.57,124960284672,5536565595,0.883,1.82,2.23415,9.601,2.3507967,12.401098,10.102276,0.19042999,0.013710001,0.33124,0.54861,0.119,0.133,4.14,0.4011,,57355000000.0,10511000000.0,39415000000.0,1767139200,1774915200
2026-07-21,CABK.MC,banking_europe,banking,europe,"CAIXABANK, S.A.",EUR,12.91,89800769536,6955907590,0.114,0.81,1.06531,5.306,2.4330945,15.9382715,12.118538,0.1602,0.009190001,0.38772,0.56735003,0.027,0.086,4.0,0.96769994,,38510000000.0,5891000000.0,16762000000.0,1767139200,1774915200
2026-07-21,INGA.AS,banking_europe,banking,europe,ING GROEP N.V.,EUR,29.06,83099803648,2859594153,0.899,2.19,2.84712,17.685,1.6432005,13.269405,10.206805,0.16565001,0.00784,0.34228,0.41676,0.029,0.137,3.82,0.48400003,,49698000000.0,6327000000.0,22903000000.0,1767139200,1774915200
2026-07-21,KBC.BR,banking_europe,banking,europe,KBC,EUR,122.35,48534032384,396681919,0.661,8.7,11.0743,64.719,1.8904803,14.063218,11.048102,0.13389,0.00921,0.29554,0.25792,0.064,0.002,4.27,0.47689998,,27905000000.0,3568000000.0,12690000000.0,1767139200,1774915200
2026-07-21,CBK.DE,banking_europe,banking,europe,Commerzbank AG                I,EUR,37.75,41393762304,1096523505,0.675,2.17,3.76077,31.362,1.203686,17.396313,10.037838,0.08234,0.00503,0.23316,0.44147998,0.043,0.151,2.98,0.29950002,,33829000000.0,2625000000.0,12934000000.0,1767139200,1774915200
2026-07-21,UBSG.SW,banking_europe,banking,europe,UBS GROUP N,CHF,42.59,139601723392,3277805164,0.827,2.26,3.39717,23.320074,1.8263235,18.845133,12.536905,0.1016,0.00567,0.17764,0.31471002,0.138,0.844,2.05,0.32259998,,90213000000.0,7767000000.0,47295000000.0,1767139200,1774915200
2026-07-21,JPM,banking_us,banking,us,JP Morgan Chase & Co.,USD,344.105,914699976704,2658200000,0.982,23.35,24.6557,133.007,2.5871196,14.736831,13.956408,0.17789,0.0136,0.34921002,0.50394,0.304,0.469,1.77,0.2571,,342393000000.0,57048000000.0,181847000000.0,1767139200,1782777600
2026-07-21,BAC,banking_us,banking,us,Bank of America Corporation,USD,61.225,429675053056,7017967460,1.175,4.33,5.2595,39.342,1.556225,14.139723,11.64084,0.111990005,0.00969,0.29524,0.38305,0.214,0.36,1.85,0.2587,,277251000000.0,30509000000.0,113097000000.0,1767139200,1782777600
2026-07-21,WFC,banking_us,banking,us,Wells Fargo & Company,USD,87.7,265600778240,3028515336,0.917,6.88,7.87263,53.194,1.6486821,12.747092,11.13986,0.12575,0.0107700005,0.27232,0.37069,0.095,0.25,2.09,0.2616,,164509000000.0,21338000000.0,83699000000.0,1767139200,1782777600
2026-07-21,C,banking_us,banking,us,"Citigroup, Inc.",USD,132.58,222389698560,1677400000,1.094,9.28,12.80655,114.74,1.155482,14.286638,10.352515,0.08529,0.0066299997,0.21832001,0.36229,0.145,0.61,1.86,0.2586,,192241000000.0,14306000000.0,85213000000.0,1767139200,1782777600
2026-07-21,USB,banking_us,banking,us,U.S. Bancorp,USD,63.535,98970484736,1557731728,0.979,5.01,5.78312,38.911,1.6328288,12.681636,10.986284,0.12623,0.0116,0.29896,0.39646998,0.104,0.216,3.29,0.4152,,58385000000.0,7570000000.0,28540000000.0,1767139200,1782777600
2026-07-21,PNC,banking_us,banking,us,"PNC Financial Services Group, I",USD,250.585,99983417344,399000000,0.897,18.16,21.32792,143.638,1.7445593,13.798734,11.749153,0.12623,0.01307,0.31366,0.38689,0.236,0.251,3.2,0.3744,,60585000000.0,6936000000.0,23077000000.0,1767139200,1782777600
2026-07-21,TFC,banking_us,banking,us,Truist Financial Corporation,USD,51.29,62657196032,1221626000,0.875,4.35,5.00898,47.595,1.0776342,11.790805,10.239611,0.09059,0.010620001,0.30692,0.39815,0.082,0.367,4.08,0.4782,,60273000000.0,5307000000.0,20319000000.0,1767139200,1782777600
2026-07-21,FITB,banking_us,banking,us,Fifth Third Bancorp,USD,57.5,52127948800,906573000,0.922,2.97,4.93524,30.179,1.9052984,19.36027,11.650903,0.08447,0.0092,0.23290001,0.32941002,0.518,-0.057,2.79,0.5387,,19954000000.0,2522000000.0,8821000000.0,1767139200,1782777600
2026-07-21,KEY,banking_us,banking,us,KeyCorp,USD,23.035,24863258624,1079368644,1.024,1.63,2.14551,16.083,1.4322577,14.131902,10.736375,0.09977,0.01031,0.27024,0.35779998,0.118,0.333,3.52,0.50310004,,17881000000.0,1829000000.0,7285000000.0,1767139200,1774915200
2026-07-21,RF,banking_us,banking,us,Regions Financial Corporation,USD,30.9,26369427456,853379538,1.012,2.46,2.85084,20.385,1.5158204,12.560975,10.83891,0.118669994,0.01393,0.30837,0.39314997,0.034,0.085,3.52,0.4309,,17674000000.0,2156000000.0,7526000000.0,1767139200,1782777600
2026-07-21,CFG,banking_us,banking,us,"Citizens Financial Group, Inc.",USD,71.485,30215112704,422677660,0.998,4.59,6.50681,56.478,1.265714,15.574074,10.986182,0.08270001,0.0094,0.26051,0.35132998,0.147,0.413,2.57,0.39220002,,24206000000.0,1831000000.0,8247000000.0,1767139200,1782777600
2026-07-21,MTB,banking_us,banking,us,M&T Bank Corporation,USD,248.175,35968745472,144933000,0.569,18.88,21.06663,176.026,1.409877,13.144863,11.780479,0.10742,0.01408,0.32092,0.45108002,0.062,0.255,2.41,0.3176,,26343000000.0,2851000000.0,9632000000.0,1767139200,1782777600
2026-07-21,HBAN,banking_us,banking,us,Huntington Bancshares Incorpora,USD,18.155,36802555904,2027130587,0.952,1.3,1.90321,14.629,1.2410282,13.965385,9.539147,0.083859995,0.00899,0.26597,0.40698,0.336,-0.265,3.43,0.47689998,,21611000000.0,2211000000.0,8131000000.0,1767139200,1774915200
2026-07-21,ZION,banking_us,banking,us,Zions Bancorporation N.A.,USD,68.89,10133155840,147091817,0.791,6.44,6.84227,48.181,1.4298167,10.697205,10.068296,0.14123,0.010930001,0.28361,0.36098,0.102,0.379,2.5,0.2764,,7114000000.0,899000000.0,3385000000.0,1767139200,1774915200
2026-07-21,PROT.OL,insurance_nordic,insurance,nordic,PROTECTOR FORSIKRING,NOK,493.8,40647057408,82314827,0.375,24.82,28.59,81.309,6.073128,19.895245,17.271772,0.30561,0.06506,0.14452,0.27759,0.048,0.034,4.11,0.7661,31.587,7675000000.0,2646000000.0,14248000000.0,1767139200,1782777600
2026-07-21,GJF.OL,insurance_nordic,insurance,nordic,GJENSIDIGE FORSIKRING,NOK,277.2,138590060544,499964129,0.194,12.79,17.21566,42.885,6.463799,21.673183,16.10162,0.27246,0.03042,0.14229,0.2442,0.06,-0.077,3.65,0.7825,22.964,28307200000.0,6556100000.0,44936300000.0,1767139200,1782777600
2026-07-21,STB.OL,insurance_nordic,insurance,nordic,STOREBRAND,NOK,197.2,82510938112,418412469,0.523,11.42,13.48308,78.891,2.4996514,17.26795,14.625738,0.15183,0.05585,0.045050003,0.93491995,1.279,0.211,2.77,0.4729,196.577,33210000000.0,5046000000.0,78316000000.0,1767139200,1782777600
2026-07-21,TRYG.CO,insurance_nordic,insurance,nordic,Tryg A/S,DKK,154.9,92304572416,595897849,0.096,7.44,10.25905,60.052,2.579431,20.819891,15.098863,0.121479996,0.03776,0.10493,0.09972,0.053,-0.432,5.41,1.1149,19.387,39619000000.0,5405000000.0,41369000000.0,1767139200,1782777600
2026-07-21,SAMPO.HE,insurance_nordic,insurance,nordic,Sampo Plc A,EUR,9.58,25277509632,2637570955,0.24,0.61,0.60876,3.09,3.1003237,15.704918,15.736908,0.21256,0.05185,0.15619999,0.024619998,-0.078,,3.71,0.5574,29.555,8092000000.0,1998000000.0,10322000000.0,1767139200,1774915200
2026-07-21,ALV.DE,insurance_europe,insurance,europe,Allianz SE                    v,EUR,422.8,160362233856,379286270,0.66,30.95,32.76018,173.747,2.4334233,13.660743,12.905911,0.18706,0.0115,0.10426,0.19285999,0.088,0.524,4.04,0.49740002,,62722000000.0,10775000000.0,137450000000.0,1767139200,1774915200
2026-07-21,MUV2.DE,insurance_europe,insurance,europe,MUENCHENER RUECKVERS.-GES. AG N,EUR,502.4,64288051200,127961889,0.326,52.23,51.98648,270.391,1.85805,9.618993,9.664051,0.19848,0.02269,0.10974,0.15464,-0.06,0.608,4.65,0.383,21.718,33247000000.0,6118000000.0,62312000000.0,1767139200,1774915200
2026-07-21,HNR1.DE,insurance_europe,insurance,europe,HANNOVER RUECK SE NA O.N.,EUR,247.0,29787492352,120597134,0.127,23.81,23.40748,114.939,2.1489658,10.373793,10.552182,0.21711001,0.04142,0.11817,0.099139996,-0.228,0.48,4.93,0.294,27.857,12928700000.0,2641500000.0,24017800000.0,1767139200,1774915200
2026-07-21,CS.PA,insurance_europe,insurance,europe,AXA,EUR,44.79,91120173056,2034386434,0.592,3.42,4.46866,22.95,1.9516339,13.096491,10.023139,0.13415,0.0101,0.10346,0.10537,0.032,0.598,5.18,0.6287,113.518,47171000000.0,9797000000.0,105925000000.0,1767139200,1767139200
2026-07-21,G.MI,insurance_europe,insurance,europe,GENERALI,EUR,42.32,63309787136,1495978000,0.657,2.69,3.40085,21.324,1.9846183,15.732342,12.443948,0.13688,0.00849,0.07218,0.11055,,,3.87,0.5319,113.746,32064000000.0,4172000000.0,74133000000.0,1767139200,1767139200
2026-07-21,ZURN.SW,insurance_europe,insurance,europe,ZURICH INSURANCE N,CHF,615.6,91951718400,149369269,0.323,38.18,43.61022,159.89357,3.850061,16.123625,14.115956,0.25221002,0.01716,0.09302,0.14896,0.095,0.338,4.84,0.72029996,58.818,28515000000.0,6798000000.0,88670000000.0,1767139200,1767139200
2026-07-21,SREN.SW,insurance_europe,insurance,europe,SWISS RE N,CHF,131.55,38796673024,294919585,0.343,12.59,13.012873,71.387566,1.8427579,10.448769,10.1092205,0.19461,0.03198,0.11745,0.20143999,-0.02,0.186,4.62,0.4727,30.526,25558000000.0,4740000000.0,46491000000.0,1767139200,1774915200
2026-07-21,ADM.L,insurance_europe,insurance,europe,ADMIRAL GROUP PLC ORD 0.1P,GBp,3538.0,10575153152,298902015,0.191,2.43,2.57589,4.73,7.479915,14.55967,13.735059,0.52965,0.076630004,0.14792,0.2082,-0.041,-0.205,4.44,0.73050004,131.165,1443300000.0,742600000.0,5058800000.0,1767139200,1767139200
2026-07-21,LGEN.L,insurance_europe,insurance,europe,LEGAL & GENERAL GROUP PLC ORD 2,GBp,296.8,16229569536,5468183917,0.794,0.08,0.26114,0.318,9.333333,37.1,11.365551,0.17860001,0.00113,0.053850003,0.07367,0.139,,7.36,2.6323998,2477.336,2283000000.0,592000000.0,42039000000.0,1767139200,1767139200
2026-07-21,AV.L,insurance_europe,insurance,europe,AVIVA PLC ORD 32 17/19P,GBp,675.8,20213491712,2991046666,0.62,0.26,0.67203,3.507,1.9270031,25.992308,10.056099,0.10695,0.0053600003,0.03222,0.11532,0.371,9.795,5.85,1.3925,112.12,10686000000.0,1033000000.0,57436000000.0,1767139200,1767139200
2026-07-21,PGR,insurance_us,insurance,us,Progressive Corporation (The),USD,206.4851,120050442240,581400000,0.246,19.93,16.23393,59.052,3.496666,10.360517,12.719354,0.34943,0.07839,0.12849,0.18208,0.073,0.05,6.55,0.6974,24.428,30323000000.0,11308000000.0,87637000000.0,1767139200,1782777600
2026-07-21,ALL,insurance_us,insurance,us,Allstate Corporation (The),USD,251.74,64803147776,257420930,0.166,45.19,26.50734,114.752,2.1937745,5.5707016,9.496992,0.45221,0.07521,0.17813,0.18954,0.03,3.384,1.7,0.090299994,23.719,28609000000.0,10282000000.0,67069000000.0,1767139200,1774915200
2026-07-21,TRV,insurance_us,insurance,us,"The Travelers Companies, Inc.",USD,369.485,81524899840,220644693,0.473,37.22,29.37706,158.778,2.327054,9.927054,12.577331,0.26511,0.04775,0.16951999,0.23698,0.003,0.571,1.36,0.1223,27.378,32894000000.0,6288000000.0,48828000000.0,1767139200,1782777600
2026-07-21,CB,insurance_us,insurance,us,Chubb Limited,USD,354.52,137504161792,387860106,0.406,28.27,29.20601,189.933,1.866553,12.540502,12.138597,0.15433,0.03364,0.18527001,0.20641,0.102,0.787,1.16,0.1372,31.458,73757000000.0,10310000000.0,59783000000.0,1767139200,1774915200
2026-07-21,AIG,insurance_us,insurance,us,"American International Group, I",USD,80.11,42474819584,530206221,0.541,5.68,8.83737,75.82,1.0565814,14.103874,9.064915,0.07723,0.01885,0.118389994,0.18620001,0.014,0.216,2.51,0.3169,22.647,41139000000.0,3096000000.0,26774000000.0,1767139200,1774915200
2026-07-21,HIG,insurance_us,insurance,us,"The Hartford Insurance Group, I",USD,141.32,38740168704,274130820,0.468,14.2,13.81857,67.497,2.0937228,9.952113,10.226818,0.22735001,0.03884,0.14109,0.15296,0.061,0.414,1.71,0.1576,23.151,18645000000.0,3836000000.0,28071000000.0,1767139200,1774915200
2026-07-21,CINF,insurance_us,insurance,us,Cincinnati Financial Corporatio,USD,180.2,27874549760,154686742,0.553,17.49,9.21702,101.643,1.7728717,10.30303,19.550787,0.18735,0.05553,0.21326,0.11841,0.116,,2.08,0.203,5.626,15911000000.0,2393000000.0,12631000000.0,1767139200,1774915200
2026-07-21,WRB,insurance_us,insurance,us,W.R. Berkley Corporation,USD,72.785,27096164352,372276732,,4.72,4.82054,24.968,2.9151316,15.420552,15.098931,0.18342813977130587,,0.12943,0.16332,0.012,0.15,0.55,0.0763,31.76,9700818000.0,1779403000.0,14639850000.0,1767139200,1782777600
2026-07-21,MET,insurance_us,insurance,us,"MetLife, Inc.",USD,93.2,59968307200,643436779,0.778,5.17,11.0152,42.296,2.203518,18.027079,8.461036,0.13014,0.00453,0.04665,0.09919,0.027,0.359,2.55,0.4391,178.019,28398000000.0,3379000000.0,75654000000.0,1767139200,1774915200
2026-07-21,PRU,insurance_us,insurance,us,"Prudential Financial, Inc.",USD,118.33,41098981376,347325107,0.84,9.71,14.55334,92.061,1.2853435,12.186406,8.13078,0.10711,0.00409,0.054759998,0.04721,0.153,-0.143,4.75,0.56130004,158.972,32438000000.0,3576000000.0,60967000000.0,1767139200,1774915200
2026-07-21,AFL,insurance_us,insurance,us,AFLAC Incorporated,USD,123.31,62762926080,508984904,0.603,8.75,7.55,58.686,2.1011825,14.092571,16.332449,0.16469,0.03088,0.25596002,0.29567,0.279,38.6,1.97,0.26860002,48.276,29490000000.0,3646000000.0,17355000000.0,1767139200,1774915200
